"","Duration","Protocal_type","Service","flag","Predicted_class"
"11637",0,"udp","printer","SF","normal"
"11638",0,"tcp","http","SF","normal"
"11639",0,"tcp","printer","S0","anomaly"
"11640",0,"tcp","ftp_data","SF","normal"
"11641",0,"udp","domain_u","SF","normal"
"11642",0,"tcp","domain","REJ","anomaly"
"11643",282,"tcp","ftp","SF","normal"
"11644",6,"tcp","pop_2","SF","normal"
"11645",1,"tcp","auth","SF","anomaly"
"11646",282,"tcp","ftp","SF","normal"
"11647",0,"tcp","klogin","REJ","anomaly"
"11648",0,"udp","printer","SF","normal"
"11649",0,"udp","printer","SF","anomaly"
"11650",1,"tcp","rje","SF","normal"
"11651",0,"tcp","pop_2","S0","anomaly"
"11652",0,"tcp","printer","S0","anomaly"
"11653",0,"tcp","printer","REJ","anomaly"
"11654",0,"tcp","netbios_ssn","S0","anomaly"
"11655",0,"udp","printer","SF","normal"
"11656",813,"tcp","http","RSTR","normal"
"11657",0,"tcp","printer","REJ","anomaly"
"11658",0,"tcp","supdup","S3","anomaly"
"11659",282,"tcp","ftp","SF","normal"
"11660",0,"tcp","gopher","S0","anomaly"
"11661",0,"tcp","pop_2","S0","anomaly"
"11662",0,"tcp","auth","REJ","anomaly"
"11663",0,"tcp","http","SF","normal"
"11664",0,"tcp","rje","SF","normal"
"11665",0,"tcp","http_8001","REJ","anomaly"
"11666",0,"tcp","http","SF","normal"
"11667",0,"tcp","printer","S0","anomaly"
"11668",0,"tcp","http","SF","normal"
"11669",0,"tcp","http","SF","normal"
"11670",0,"tcp","http","SF","normal"
"11671",0,"udp","printer","SF","normal"
"11672",0,"tcp","http_8001","REJ","anomaly"
"11673",0,"udp","printer","SF","normal"
"11674",0,"tcp","supdup","SF","normal"
"11675",0,"tcp","supdup","S3","anomaly"
"11676",0,"tcp","http","SF","normal"
"11677",0,"tcp","printer","REJ","anomaly"
"11678",0,"tcp","http","SF","normal"
"11679",0,"tcp","supdup","S0","anomaly"
"11680",0,"tcp","http","SF","normal"
"11681",280,"tcp","ftp_data","SF","normal"
"11682",1,"tcp","rje","SF","normal"
"11683",0,"udp","ntp_u","SF","anomaly"
"11684",0,"tcp","http","SF","normal"
"11685",0,"tcp","printer","S0","anomaly"
"11686",0,"tcp","ftp_data","SF","anomaly"
"11687",0,"tcp","http","SF","normal"
"11688",281,"tcp","ftp","SF","normal"
"11689",0,"tcp","ntp_u","REJ","anomaly"
"11690",0,"udp","domain_u","SF","normal"
"11691",0,"tcp","pop_2","RSTO","anomaly"
"11692",0,"tcp","http","S0","anomaly"
"11693",0,"icmp","ecr_i","SF","anomaly"
"11694",0,"tcp","supdup","SF","normal"
"11695",0,"udp","printer","SF","normal"
"11696",0,"tcp","printer","REJ","anomaly"
"11697",0,"tcp","http","SF","normal"
"11698",0,"tcp","printer","S0","anomaly"
"11699",0,"tcp","http","SF","normal"
"11700",0,"udp","domain_u","SF","normal"
"11701",0,"tcp","http","S0","anomaly"
"11702",0,"tcp","printer","REJ","anomaly"
"11703",0,"tcp","http","SF","normal"
"11704",0,"tcp","http","SF","normal"
"11705",22,"tcp","ftp","SF","normal"
"11706",0,"udp","printer","SF","normal"
"11707",0,"tcp","printer","OTH","anomaly"
"11708",0,"udp","printer","SF","normal"
"11709",0,"tcp","printer","REJ","anomaly"
"11710",0,"tcp","http","SF","normal"
"11711",0,"tcp","http","SF","normal"
"11712",0,"tcp","http","SF","normal"
"11713",0,"tcp","http","SF","normal"
"11714",0,"udp","domain_u","SF","normal"
"11715",4,"tcp","pop_2","SF","anomaly"
"11716",0,"tcp","http","SF","normal"
"11717",0,"tcp","printer","S0","anomaly"
"11718",0,"tcp","csnet_ns","S0","anomaly"
"11719",0,"tcp","http","SF","normal"
"11720",0,"tcp","http","SF","normal"
"11721",198,"tcp","supdup","SF","normal"
"11722",0,"tcp","supdup","SF","normal"
"11723",280,"tcp","ftp_data","SF","normal"
"11724",812,"tcp","http","RSTR","normal"
"11725",0,"tcp","auth","REJ","anomaly"
"11726",0,"icmp","ecr_i","SF","anomaly"
"11727",0,"tcp","http","SF","normal"
"11728",0,"udp","domain_u","SF","normal"
"11729",0,"icmp","eco_i","SF","anomaly"
"11730",0,"udp","printer","SF","normal"
"11731",0,"udp","domain_u","SF","normal"
"11732",0,"tcp","http","SF","normal"
"11733",0,"tcp","http","SF","normal"
"11734",0,"tcp","http","SF","normal"
"11735",0,"tcp","finger","SF","anomaly"
"11736",0,"tcp","printer","S0","anomaly"
"11737",0,"tcp","http","SF","normal"
"11738",0,"tcp","netbios_dgm","S0","anomaly"
"11739",0,"udp","domain_u","SF","normal"
"11740",0,"tcp","printer","REJ","anomaly"
"11741",0,"icmp","eco_i","SF","normal"
"11742",0,"tcp","supdup","SF","normal"
"11743",0,"udp","domain_u","SF","normal"
"11744",0,"tcp","printer","REJ","anomaly"
"11745",0,"tcp","http","SF","normal"
"11746",0,"tcp","ftp_data","SF","normal"
"11747",0,"tcp","rje","SF","normal"
"11748",4,"tcp","pop_2","SF","normal"
"11749",0,"tcp","http","SF","normal"
"11750",0,"tcp","printer","S0","anomaly"
"11751",0,"tcp","http","SF","normal"
"11752",0,"tcp","http","SF","normal"
"11753",0,"tcp","printer","REJ","anomaly"
"11754",0,"tcp","http","SF","normal"
"11755",75,"tcp","supdup","SF","normal"
"11756",7458,"tcp","supdup","SF","anomaly"
"11757",801,"tcp","http","RSTR","normal"
"11758",0,"tcp","ftp_data","S0","anomaly"
"11759",0,"udp","domain_u","SF","normal"
"11760",0,"tcp","printer","RSTR","anomaly"
"11761",0,"tcp","http","SF","normal"
"11762",0,"icmp","ecr_i","SF","anomaly"
"11763",0,"tcp","ftp_data","SF","normal"
"11764",0,"tcp","ntp_u","REJ","anomaly"
"11765",0,"tcp","http_8001","RSTO","anomaly"
"11766",1776,"tcp","supdup","SF","normal"
"11767",0,"tcp","netstat","REJ","anomaly"
"11768",0,"udp","domain_u","SF","normal"
"11769",0,"tcp","supdup","REJ","anomaly"
"11770",0,"tcp","rje","SF","normal"
"11771",0,"tcp","printer","S0","anomaly"
"11772",0,"tcp","http","SF","normal"
"11773",1,"tcp","rje","SF","normal"
"11774",0,"tcp","http","SF","normal"
"11775",4,"tcp","pop_2","RSTO","anomaly"
"11776",0,"tcp","http","SF","normal"
"11777",0,"tcp","http","SF","normal"
"11778",0,"tcp","http","S0","anomaly"
"11779",0,"udp","domain_u","SF","normal"
"11780",0,"tcp","printer","REJ","anomaly"
"11781",0,"udp","printer","SF","anomaly"
"11782",0,"udp","printer","SF","normal"
"11783",0,"udp","ntp_u","SF","anomaly"
"11784",0,"tcp","http","SF","normal"
"11785",0,"udp","printer","SF","anomaly"
"11786",7388,"tcp","supdup","SF","anomaly"
"11787",0,"tcp","whois","REJ","anomaly"
"11788",282,"tcp","ftp","SF","normal"
"11789",0,"tcp","http","SF","normal"
"11790",0,"tcp","ftp_data","SF","anomaly"
"11791",0,"tcp","http_8001","S0","anomaly"
"11792",0,"tcp","supdup","S3","anomaly"
"11793",0,"tcp","http","SF","normal"
"11794",0,"tcp","printer","REJ","anomaly"
"11795",0,"tcp","auth","S0","anomaly"
"11796",0,"tcp","printer","REJ","anomaly"
"11797",0,"tcp","http","SF","normal"
"11798",0,"tcp","http","SF","normal"
"11799",0,"tcp","rje","SF","normal"
"11800",0,"tcp","printer","REJ","anomaly"
"11801",0,"tcp","printer","S0","anomaly"
"11802",0,"tcp","ftp_data","SF","anomaly"
"11803",0,"tcp","http_8001","S0","anomaly"
"11804",0,"tcp","ntp_u","REJ","anomaly"
"11805",0,"tcp","http","SF","normal"
"11806",0,"tcp","http","SF","normal"
"11807",5,"tcp","pop_2","SF","normal"
"11808",0,"tcp","http","SF","normal"
"11809",0,"tcp","http","SF","normal"
"11810",0,"tcp","http","SF","normal"
"11811",0,"tcp","http","SF","normal"
"11812",0,"tcp","http","SF","normal"
"11813",4,"tcp","pop_2","SF","anomaly"
"11814",0,"tcp","http","SF","normal"
"11815",0,"tcp","http","SF","normal"
"11816",0,"tcp","http","SF","normal"
"11817",0,"icmp","ecr_i","SF","anomaly"
"11818",0,"tcp","printer","REJ","anomaly"
"11819",0,"tcp","http","SF","normal"
"11820",0,"icmp","eco_i","SF","anomaly"
"11821",0,"udp","domain_u","SF","normal"
"11822",0,"tcp","http","SF","normal"
"11823",0,"tcp","http","SF","normal"
"11824",284,"tcp","ftp","SF","normal"
"11825",0,"udp","printer","SF","normal"
"11826",0,"tcp","http","SF","normal"
"11827",0,"tcp","printer","REJ","anomaly"
"11828",0,"tcp","http","SF","normal"
"11829",0,"tcp","http","SF","normal"
"11830",0,"tcp","http","SF","normal"
"11831",5,"tcp","pop_2","SF","normal"
"11832",0,"icmp","ecr_i","SF","anomaly"
"11833",5,"tcp","pop_2","SF","anomaly"
"11834",0,"tcp","http","SF","normal"
"11835",0,"tcp","ftp_data","SF","normal"
"11836",1,"tcp","supdup","SF","normal"
"11837",1,"tcp","rje","SF","normal"
"11838",0,"udp","printer","SF","normal"
"11839",0,"tcp","http","SF","normal"
"11840",280,"tcp","ftp_data","SF","normal"
"11841",0,"tcp","http","SF","normal"
"11842",0,"tcp","http","SF","normal"
"11843",0,"tcp","printer","REJ","anomaly"
"11844",0,"tcp","supdup","S3","anomaly"
"11845",0,"tcp","ntp_u","REJ","anomaly"
"11846",0,"icmp","ecr_i","SF","anomaly"
"11847",0,"tcp","http","SF","normal"
"11848",4,"tcp","pop_2","SF","normal"
"11849",0,"tcp","printer","S0","anomaly"
"11850",0,"icmp","ecr_i","SF","anomaly"
"11851",0,"tcp","rje","SF","normal"
"11852",0,"tcp","ftp","SF","anomaly"
"11853",0,"udp","domain_u","SF","normal"
"11854",0,"tcp","bgp","REJ","anomaly"
"11855",0,"tcp","http","SF","normal"
"11856",0,"tcp","http","SF","normal"
"11857",0,"tcp","printer","REJ","anomaly"
"11858",0,"tcp","http","SF","normal"
"11859",0,"icmp","eco_i","SF","anomaly"
"11860",0,"udp","printer","SF","normal"
"11861",0,"tcp","http_8001","RSTO","anomaly"
"11862",0,"tcp","http","SF","normal"
"11863",0,"tcp","http","SF","normal"
"11864",0,"tcp","printer","REJ","anomaly"
"11865",0,"tcp","rje","SF","normal"
"11866",791,"tcp","http","RSTR","normal"
"11867",0,"tcp","http","SF","normal"
"11868",0,"tcp","http","SF","normal"
"11869",0,"tcp","http","REJ","anomaly"
"11870",0,"tcp","ctf","S0","anomaly"
"11871",1,"tcp","pop_2","RSTO","anomaly"
"11872",0,"tcp","IRC","REJ","anomaly"
"11873",6,"tcp","http_8001","RSTO","anomaly"
"11874",0,"tcp","ntp_u","REJ","anomaly"
"11875",0,"tcp","printer","REJ","anomaly"
"11876",1,"tcp","http_8001","RSTO","anomaly"
"11877",0,"tcp","printer","REJ","anomaly"
"11878",0,"udp","printer","SF","normal"
"11879",0,"udp","printer","SF","normal"
"11880",0,"tcp","printer","S0","anomaly"
"11881",0,"tcp","http","SF","normal"
"11882",1,"tcp","rje","SF","normal"
"11883",0,"icmp","eco_i","SF","anomaly"
"11884",0,"icmp","ecr_i","SF","anomaly"
"11885",0,"tcp","ntp_u","REJ","anomaly"
"11886",0,"tcp","http","SF","normal"
"11887",0,"udp","domain_u","SF","normal"
"11888",0,"icmp","ecr_i","SF","anomaly"
"11889",0,"tcp","http","SF","normal"
"11890",0,"tcp","printer","SH","anomaly"
"11891",4,"tcp","pop_2","SF","normal"
"11892",0,"tcp","supdup","SF","normal"
"11893",1,"tcp","rje","SF","normal"
"11894",0,"udp","domain_u","SF","normal"
"11895",0,"udp","domain_u","SF","normal"
"11896",0,"udp","printer","SF","normal"
"11897",0,"tcp","http","SF","normal"
"11898",0,"tcp","http","SF","normal"
"11899",0,"tcp","http","SF","normal"
"11900",0,"tcp","ftp_data","SF","anomaly"
"11901",0,"tcp","supdup","SF","normal"
"11902",0,"tcp","printer","REJ","anomaly"
"11903",1,"tcp","rje","SF","anomaly"
"11904",0,"tcp","supdup","S3","anomaly"
"11905",0,"tcp","tim_i","RSTO","anomaly"
"11906",0,"tcp","ftp","SF","anomaly"
"11907",0,"tcp","http","SF","normal"
"11908",0,"tcp","http","SF","normal"
"11909",0,"tcp","http","SF","normal"
"11910",281,"tcp","ftp","SF","normal"
"11911",0,"tcp","http","SF","normal"
"11912",0,"tcp","printer","REJ","anomaly"
"11913",0,"udp","domain_u","SF","normal"
"11914",1,"tcp","rje","SF","normal"
"11915",0,"icmp","time","SF","anomaly"
"11916",1,"tcp","rje","SF","normal"
"11917",0,"udp","printer","SF","normal"
"11918",0,"tcp","printer","RSTR","anomaly"
"11919",0,"tcp","http","SF","normal"
"11920",0,"tcp","daytime","RSTO","anomaly"
"11921",281,"tcp","ftp","SF","normal"
"11922",0,"tcp","http","SF","normal"
"11923",0,"tcp","courier","REJ","anomaly"
"11924",0,"udp","domain_u","SF","normal"
"11925",0,"tcp","printer","S0","anomaly"
"11926",0,"tcp","ftp_data","SF","normal"
"11927",0,"tcp","printer","REJ","anomaly"
"11928",0,"udp","ntp_u","SF","anomaly"
"11929",0,"tcp","supdup","S0","anomaly"
"11930",0,"tcp","printer","REJ","anomaly"
"11931",0,"tcp","http","S0","anomaly"
"11932",0,"tcp","http","SF","normal"
"11933",0,"tcp","http","SF","normal"
"11934",1021,"tcp","http","RSTR","normal"
"11935",0,"tcp","ftp_data","SF","anomaly"
"11936",0,"tcp","http","SF","normal"
"11937",0,"tcp","ftp_data","SF","normal"
"11938",0,"udp","printer","SF","anomaly"
"11939",0,"tcp","printer","REJ","anomaly"
"11940",0,"tcp","http","SF","normal"
"11941",281,"tcp","ftp","SF","normal"
"11942",0,"tcp","printer","REJ","anomaly"
"11943",0,"tcp","http","SF","normal"
"11944",0,"tcp","http","SF","normal"
"11945",0,"tcp","http","SF","normal"
"11946",8,"tcp","pop_2","SF","normal"
"11947",7382,"tcp","supdup","SF","anomaly"
"11948",0,"tcp","http","SF","normal"
"11949",0,"tcp","http","SF","normal"
"11950",280,"tcp","ftp_data","SF","normal"
"11951",4,"tcp","pop_2","SF","anomaly"
"11952",0,"tcp","supdup","RSTO","anomaly"
"11953",0,"tcp","http","SF","normal"
"11954",0,"tcp","printer","REJ","anomaly"
"11955",0,"udp","printer","SF","normal"
"11956",0,"udp","printer","SF","normal"
"11957",0,"tcp","http","SF","normal"
"11958",0,"udp","printer","SF","normal"
"11959",107,"tcp","http","SF","normal"
"11960",0,"tcp","rje","SF","normal"
"11961",0,"tcp","ntp_u","REJ","anomaly"
"11962",0,"tcp","whois","REJ","anomaly"
"11963",0,"tcp","http","SF","normal"
"11964",903,"tcp","http","RSTR","normal"
"11965",0,"tcp","supdup","S0","anomaly"
"11966",0,"tcp","auth","REJ","anomaly"
"11967",0,"tcp","rje","SF","normal"
"11968",0,"udp","printer","SF","normal"
"11969",0,"tcp","rje","SF","anomaly"
"11970",0,"tcp","http","SF","normal"
"11971",8579,"tcp","imap4","RSTR","anomaly"
"11972",0,"tcp","ntp_u","REJ","anomaly"
"11973",896,"tcp","http","RSTR","normal"
"11974",0,"tcp","printer","S0","anomaly"
"11975",0,"tcp","printer","S0","anomaly"
"11976",0,"tcp","http","SF","normal"
"11977",0,"tcp","http","SF","normal"
"11978",0,"tcp","http","SF","normal"
"11979",899,"tcp","http","RSTR","normal"
"11980",0,"tcp","http","SF","normal"
"11981",7541,"tcp","supdup","SF","anomaly"
"11982",0,"tcp","csnet_ns","REJ","anomaly"
"11983",0,"tcp","rje","SF","normal"
"11984",7390,"tcp","supdup","SF","anomaly"
"11985",0,"tcp","ftp_data","SF","normal"
"11986",0,"tcp","http","SF","normal"
"11987",4,"tcp","pop_2","SF","normal"
"11988",0,"tcp","http","SF","normal"
"11989",0,"icmp","eco_i","SF","normal"
"11990",0,"tcp","supdup","S0","anomaly"
"11991",0,"tcp","http","SF","normal"
"11992",282,"tcp","ftp","SF","normal"
"11993",0,"tcp","ssh","REJ","anomaly"
"11994",0,"tcp","http","SF","normal"
"11995",0,"udp","printer","SF","normal"
"11996",0,"tcp","supdup","S3","anomaly"
"11997",0,"tcp","printer","S0","anomaly"
"11998",0,"tcp","http","SF","normal"
"11999",0,"tcp","http","SF","normal"
"12000",0,"tcp","nnsp","REJ","anomaly"
"12001",0,"tcp","printer","REJ","anomaly"
"12002",18,"tcp","ftp","SF","normal"
"12003",0,"tcp","sql_net","REJ","anomaly"
"12004",0,"tcp","http","SF","normal"
"12005",0,"udp","ntp_u","SF","anomaly"
"12006",0,"tcp","http","SF","normal"
"12007",0,"tcp","rje","SF","anomaly"
"12008",0,"tcp","http","SF","normal"
"12009",0,"tcp","http","SF","normal"
"12010",0,"tcp","bgp","S0","anomaly"
"12011",0,"tcp","supdup","SF","normal"
"12012",7340,"tcp","supdup","SF","anomaly"
"12013",0,"tcp","http","S0","anomaly"
"12014",0,"tcp","printer","S0","anomaly"
"12015",901,"tcp","http","RSTR","normal"
"12016",0,"tcp","printer","REJ","anomaly"
"12017",0,"tcp","printer","REJ","anomaly"
"12018",0,"tcp","printer","REJ","anomaly"
"12019",0,"tcp","supdup","RSTO","anomaly"
"12020",0,"icmp","ecr_i","SF","anomaly"
"12021",0,"tcp","http","SF","normal"
"12022",0,"icmp","time","SF","anomaly"
"12023",1,"tcp","http_8001","RSTO","anomaly"
"12024",0,"tcp","printer","REJ","anomaly"
"12025",7666,"tcp","supdup","SF","anomaly"
"12026",0,"icmp","eco_i","SF","anomaly"
"12027",0,"tcp","sql_net","REJ","anomaly"
"12028",0,"tcp","http","SF","normal"
"12029",0,"tcp","http","SF","normal"
"12030",0,"udp","domain_u","SF","normal"
"12031",0,"tcp","printer","REJ","anomaly"
"12032",0,"tcp","supdup","SF","normal"
"12033",0,"tcp","http","SF","normal"
"12034",0,"tcp","supdup","SF","normal"
"12035",5,"tcp","pop_2","SF","anomaly"
"12036",0,"tcp","http","SF","normal"
"12037",0,"udp","printer","SF","normal"
"12038",0,"tcp","printer","REJ","anomaly"
"12039",0,"tcp","http","SF","normal"
"12040",0,"tcp","auth","SF","anomaly"
"12041",280,"tcp","ftp_data","SF","normal"
"12042",0,"tcp","smtp","REJ","anomaly"
"12043",0,"tcp","http","SF","normal"
"12044",0,"tcp","printer","REJ","anomaly"
"12045",0,"tcp","ftp_data","SF","anomaly"
"12046",0,"tcp","printer","REJ","anomaly"
"12047",0,"tcp","http","SF","normal"
"12048",0,"tcp","ntp_u","S0","anomaly"
"12049",0,"udp","domain_u","SF","normal"
"12050",0,"tcp","http","SF","normal"
"12051",0,"tcp","http","SF","normal"
"12052",0,"tcp","http","SF","normal"
"12053",894,"tcp","http","RSTR","normal"
"12054",0,"tcp","printer","S0","anomaly"
"12055",0,"tcp","http","SF","normal"
"12056",0,"udp","domain_u","SF","normal"
"12057",4,"tcp","supdup","SF","anomaly"
"12058",0,"tcp","http","SF","normal"
"12059",0,"tcp","http","SF","normal"
"12060",0,"tcp","http","SF","normal"
"12061",0,"udp","domain_u","SF","normal"
"12062",0,"tcp","sql_net","REJ","anomaly"
"12063",0,"tcp","printer","SH","anomaly"
"12064",0,"tcp","supdup","SF","normal"
"12065",0,"tcp","http","SF","normal"
"12066",0,"tcp","http","SF","normal"
"12067",0,"tcp","http","S0","anomaly"
"12068",0,"tcp","ftp_data","S0","anomaly"
"12069",0,"tcp","bgp","REJ","anomaly"
"12070",0,"tcp","printer","REJ","anomaly"
"12071",0,"udp","printer","SF","normal"
"12072",0,"icmp","ecr_i","SF","anomaly"
"12073",0,"tcp","http","SF","normal"
"12074",0,"tcp","tim_i","S0","anomaly"
"12075",0,"tcp","http","SF","normal"
"12076",0,"tcp","supdup","SF","normal"
"12077",0,"tcp","http","SF","normal"
"12078",0,"tcp","pop_2","RSTO","anomaly"
"12079",0,"tcp","http","SF","normal"
"12080",0,"tcp","http","SF","normal"
"12081",0,"udp","domain_u","SF","normal"
"12082",0,"tcp","uucp_path","REJ","anomaly"
"12083",0,"tcp","printer","REJ","anomaly"
"12084",0,"tcp","http","SF","normal"
"12085",0,"icmp","ecr_i","SF","anomaly"
"12086",281,"tcp","ftp","SF","normal"
"12087",0,"tcp","ntp_u","REJ","anomaly"
"12088",0,"tcp","http","SF","normal"
"12089",0,"tcp","http","SF","normal"
"12090",0,"tcp","http","SF","normal"
"12091",0,"icmp","ecr_i","SF","anomaly"
"12092",0,"tcp","printer","REJ","anomaly"
"12093",282,"tcp","ftp","SF","normal"
"12094",0,"udp","printer","SF","normal"
"12095",0,"udp","domain_u","SF","normal"
"12096",0,"tcp","ftp_data","SF","anomaly"
"12097",0,"tcp","supdup","SF","normal"
"12098",2075,"tcp","http","RSTR","normal"
"12099",2,"tcp","pop_2","RSTO","anomaly"
"12100",0,"tcp","http","SF","normal"
"12101",7222,"tcp","supdup","SF","anomaly"
"12102",0,"tcp","http","SF","normal"
"12103",2,"tcp","supdup","SF","anomaly"
"12104",0,"tcp","http","SF","normal"
"12105",0,"tcp","http","SF","normal"
"12106",0,"tcp","http","SF","normal"
"12107",280,"tcp","ftp_data","SF","normal"
"12108",5,"tcp","pop_2","SF","normal"
"12109",0,"tcp","http","SF","normal"
"12110",148,"tcp","http","SF","normal"
"12111",0,"udp","domain_u","SF","normal"
"12112",283,"tcp","ftp","SF","normal"
"12113",0,"tcp","http","SF","normal"
"12114",0,"tcp","http","SF","normal"
"12115",8160,"tcp","supdup","SF","anomaly"
"12116",0,"tcp","http","SF","normal"
"12117",0,"tcp","http","SF","normal"
"12118",0,"tcp","printer","REJ","anomaly"
"12119",0,"tcp","http","SF","normal"
"12120",0,"tcp","http","SF","normal"
"12121",0,"tcp","http","SF","normal"
"12122",0,"tcp","http_8001","RSTO","anomaly"
"12123",0,"udp","printer","SF","normal"
"12124",0,"tcp","printer","SH","anomaly"
"12125",0,"tcp","uucp_path","REJ","anomaly"
"12126",0,"icmp","ecr_i","SF","anomaly"
"12127",0,"tcp","remote_job","RSTO","anomaly"
"12128",0,"udp","domain_u","SF","normal"
"12129",0,"tcp","http","SF","normal"
"12130",7386,"tcp","supdup","SF","anomaly"
"12131",0,"tcp","ftp_data","SF","normal"
"12132",0,"tcp","remote_job","S0","anomaly"
"12133",0,"udp","domain_u","SF","normal"
"12134",0,"tcp","http","SF","normal"
"12135",0,"tcp","ftp_data","SF","normal"
"12136",0,"tcp","ftp_data","SF","anomaly"
"12137",0,"tcp","kshell","REJ","anomaly"
"12138",0,"tcp","http","SF","normal"
"12139",0,"tcp","http","SF","normal"
"12140",0,"tcp","printer","REJ","anomaly"
"12141",0,"udp","printer","SF","normal"
"12142",0,"udp","ntp_u","SF","anomaly"
"12143",0,"tcp","ntp_u","RSTR","anomaly"
"12144",0,"tcp","http","SF","normal"
"12145",0,"tcp","http","SF","normal"
"12146",0,"udp","domain_u","SF","normal"
"12147",0,"tcp","http","SF","normal"
"12148",0,"tcp","http","SF","normal"
"12149",0,"tcp","http","SF","normal"
"12150",0,"tcp","http","S1","normal"
"12151",0,"tcp","http","SF","normal"
"12152",0,"tcp","http","SF","normal"
"12153",0,"tcp","http","SF","normal"
"12154",0,"tcp","ctf","REJ","anomaly"
"12155",0,"tcp","ldap","S0","anomaly"
"12156",0,"tcp","echo","RSTO","anomaly"
"12157",7378,"tcp","supdup","SF","anomaly"
"12158",0,"tcp","http","SF","normal"
"12159",280,"tcp","ftp_data","SF","normal"
"12160",0,"tcp","http","SF","normal"
"12161",6,"tcp","pop_2","SF","normal"
"12162",0,"tcp","smtp","REJ","anomaly"
"12163",0,"tcp","http","SF","normal"
"12164",0,"udp","systat","SF","anomaly"
"12165",0,"tcp","http","SF","normal"
"12166",0,"tcp","http","SF","normal"
"12167",7658,"tcp","supdup","SF","anomaly"
"12168",0,"tcp","supdup","S0","anomaly"
"12169",0,"tcp","printer","S0","anomaly"
"12170",2054,"tcp","http","RSTR","normal"
"12171",0,"tcp","supdup","RSTO","anomaly"
"12172",5,"tcp","pop_2","SF","anomaly"
"12173",0,"tcp","http","SF","normal"
"12174",0,"tcp","http","SF","normal"
"12175",0,"tcp","supdup","S3","anomaly"
"12176",0,"tcp","printer","REJ","anomaly"
"12177",0,"tcp","http","SF","normal"
"12178",0,"tcp","http","SF","normal"
"12179",0,"tcp","http","SF","normal"
"12180",0,"udp","domain_u","SF","normal"
"12181",0,"icmp","ecr_i","SF","anomaly"
"12182",0,"udp","domain_u","SF","normal"
"12183",0,"tcp","printer","REJ","anomaly"
"12184",0,"tcp","pop_2","RSTO","anomaly"
"12185",0,"tcp","http","SF","normal"
"12186",2055,"tcp","http","RSTR","normal"
"12187",0,"tcp","printer","S0","anomaly"
"12188",0,"tcp","http","SF","normal"
"12189",0,"tcp","printer","S0","anomaly"
"12190",0,"udp","printer","SF","normal"
"12191",0,"tcp","pop_2","S0","anomaly"
"12192",7979,"tcp","supdup","SF","anomaly"
"12193",0,"tcp","http","SF","normal"
"12194",0,"tcp","http","SF","normal"
"12195",0,"tcp","http","SF","normal"
"12196",0,"tcp","printer","REJ","anomaly"
"12197",0,"udp","printer","SF","normal"
"12198",7975,"tcp","supdup","SF","anomaly"
"12199",0,"tcp","red_i","REJ","anomaly"
"12200",0,"tcp","http","SF","normal"
"12201",0,"tcp","printer","REJ","anomaly"
"12202",0,"tcp","http","SF","normal"
"12203",0,"icmp","ecr_i","SF","anomaly"
"12204",3054,"tcp","supdup","SF","normal"
"12205",0,"tcp","http","SF","normal"
"12206",0,"tcp","http_8001","REJ","anomaly"
"12207",0,"icmp","ecr_i","SF","anomaly"
"12208",0,"tcp","http","SF","normal"
"12209",0,"tcp","ftp","SF","anomaly"
"12210",0,"tcp","printer","REJ","anomaly"
"12211",0,"tcp","supdup","SF","normal"
"12212",0,"tcp","ftp_data","SF","normal"
"12213",0,"tcp","bgp","S0","anomaly"
"12214",0,"tcp","nnsp","RSTO","anomaly"
"12215",0,"tcp","ntp_u","REJ","anomaly"
"12216",0,"udp","printer","SF","normal"
"12217",0,"tcp","http","SF","normal"
"12218",0,"tcp","http","SF","normal"
"12219",0,"tcp","discard","S0","anomaly"
"12220",0,"tcp","ftp_data","SF","anomaly"
"12221",0,"tcp","printer","RSTR","anomaly"
"12222",0,"tcp","supdup","S3","anomaly"
"12223",898,"tcp","http","RSTR","normal"
"12224",0,"tcp","http","SF","normal"
"12225",0,"tcp","http","SF","normal"
"12226",0,"tcp","supdup","S0","anomaly"
"12227",0,"tcp","http","S0","anomaly"
"12228",0,"udp","printer","SF","normal"
"12229",0,"tcp","http","SF","normal"
"12230",0,"udp","printer","SF","normal"
"12231",931,"tcp","http","RSTR","normal"
"12232",0,"tcp","http","SF","normal"
"12233",0,"tcp","http","SF","normal"
"12234",280,"tcp","ftp_data","SF","normal"
"12235",4,"tcp","pop_2","SF","anomaly"
"12236",0,"tcp","printer","REJ","anomaly"
"12237",0,"tcp","http","SF","normal"
"12238",0,"icmp","eco_i","SF","anomaly"
"12239",0,"tcp","netbios_dgm","S0","anomaly"
"12240",0,"tcp","http","SF","normal"
"12241",0,"tcp","http","SF","normal"
"12242",0,"udp","printer","SF","normal"
"12243",0,"tcp","ftp_data","SF","anomaly"
"12244",0,"tcp","rje","SF","anomaly"
"12245",280,"tcp","ftp_data","SF","normal"
"12246",0,"tcp","http_8001","RSTO","anomaly"
"12247",0,"tcp","http","SF","normal"
"12248",0,"tcp","printer","REJ","anomaly"
"12249",0,"tcp","http","SF","normal"
"12250",281,"tcp","ftp","SF","normal"
"12251",0,"tcp","rje","SF","anomaly"
"12252",0,"tcp","printer","REJ","anomaly"
"12253",0,"tcp","http","SF","normal"
"12254",0,"tcp","smtp","REJ","anomaly"
"12255",0,"tcp","http","SF","normal"
"12256",280,"tcp","ftp_data","SF","normal"
"12257",0,"tcp","ntp_u","REJ","anomaly"
